,"(1, -1, -1)","(1, -1, 0)","(1, -1, 1)","(1, 0, -1)","(1, 0, 0)","(1, 0, 1)","(1, 1, -1)","(1, 1, 0)","(1, 1, 1)"
"(8, 420, 135, 315, (1, 1, 1))",0.0,-0.05142084670280805,0.0,0.0,-0.05149208605107525,0.0,0.0,0.0,0.0
"(0, 440, 90, 315, (1, 1, 1))",0.0,0.0,-0.052649095336714316,0.0,-0.051507996399387426,0.0,-0.05207109987443509,0.0,-0.05064598822847775
"(8, 460, 135, 270, (1, 1, 1))",-0.051069970584141505,0.0,0.0,0.0,0.0,0.0,0.0,-0.05291143408631758,-0.0522394928922455
"(30, 480, 180, 315, (1, 1, 1))",0.0,-0.05098130759075206,0.0,0.0,-0.051893467220694545,0.0,0.0,-0.05296815429735377,-0.0521065750810409
"(65, 500, 225, 315, (1, 1, 1))",-0.05201339209522063,0.0,0.0,-0.05290960071194777,0.0,0.0,0.0,0.0,-0.05284608286041359
"(113, 520, 270, 0, (1, 1, 1))",0.0,-0.05157942653197259,0.0,0.0,0.0,-0.05195583483029839,0.0,-0.05350324155196241,-0.05298255005284111
"(170, 540, 225, 0, (1, 1, 1))",0.0,0.0,0.0,0.0,-0.05154447411994009,0.0,-0.05273036044712203,0.0,0.0
"(233, 560, 270, 315, (1, 1, 1))",-0.051081438581357386,0.0,-0.051777972556334886,-0.05196537302448219,0.0,-0.05276116331987532,-0.052554793129199875,0.0,0.0
"(300, 580, 270, 270, (1, 1, 1))",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"(367, 40, 45, 45, (1, 1, 1))",1490.3826569702437,-0.1993659742429493,-0.3030138879595148,81.18409817866578,-0.24384138316853649,-0.22885814881987693,-0.2703309392708851,-0.23376060531964155,-0.23239946348092227
"(430, 60, 90, 45, (1, 1, 1))",-0.11288023099220072,-0.06055321161529397,10.82826046897705,-0.10988646316925418,-0.056285235740940236,-0.057101814386094255,-0.10516989043588798,-0.05640706202837627,-0.0573230492797778
"(535, 100, 45, 0, (1, 1, 1))",-0.10577514095703527,-0.10763529739244533,-0.1048300680175557,-0.15196592833293865,-0.1048300680175557,964.4512363949409,-0.10454004226754784,-0.10602439786574816,-0.05687418855760199
"(570, 120, 0, 315, (1, 1, 1))",-0.1001717755045798,-0.09968805512836422,-0.10616147768542294,-0.10122212520987402,-0.10616147768542294,-0.06533655992224327,-0.10331078600052729,-0.10820268674415498,286.99646779561965
"(592, 140, 45, 315, (1, 1, 1))",23.937633925971014,-0.05339700067810247,-0.059112141341013946,-0.05435991642836962,-0.0797880850694225,-0.05541866621929712,-0.10490418102316565,-0.05513420448703184,-0.05597520737861337
"(600, 160, 90, 270, (1, 1, 1))",-0.0550475748929173,0.0,-0.054359823970418,-0.055959599783789865,-0.0550475748929173,-0.0549991292624846,-0.056331439923964666,0.0,-0.0550475748929173
"(592, 180, 45, 225, (1, 1, 1))",-0.054770212349070396,0.0,0.0,-0.10611149145496737,0.0,-0.05394669991546852,0.0,-0.05568050496889365,-0.054770212349070396
"(570, 200, 45, 180, (1, 1, 1))",-0.05511584547610613,-0.054385620302196284,18.10439368420327,0.0,-0.05546786804519302,-0.054385620302196284,-0.0569823896001973,0.0,-0.05530327791757007
"(535, 220, 45, 225, (1, 1, 1))",0.0,-0.05280436729649066,-0.051944740308067755,-0.054978556485374044,-0.053892954260961995,-0.053061653219190597,-0.055876407772041836,-0.054829324859271195,-0.033542332609739024
"(487, 240, 0, 270, (1, 1, 1))",0.0,0.0,0.0,65.91431905781684,0.0,-0.05184338253561363,-0.05332717517623933,0.0,-0.0527696550986846
"(430, 260, 45, 315, (1, 1, 1))",-0.05069677503173861,-0.0513942442385362,-0.052497878292844746,-0.051828061465740254,0.0,0.0,-0.052718962464555846,0.0,0.0
"(367, 280, 0, 315, (1, 1, 1))",-0.09716882215866643,-0.05087483054877271,-0.0511414853466666,9123.394509749367,-0.0511414853466666,-0.05209897860240255,0.0,-0.051610479147700894,0.0
"(300, 300, 315, 315, (1, 1, 1))",-0.052497878292844705,-0.05173195757223921,-0.05069677503173863,-0.05173195757223921,0.0,0.0,-0.05069677503173863,0.0,-0.05187401589740479
